1677754800000,23392.4024658030736446
1677758400000,23412.8301319667936481
1677762000000,23369.1657988242457019
1677765600000,23317.9928455364540223
1677769200000,23304.3620881745440072
1677772800000,23371.0505556610832414
1677776400000,23294.6043278283688753
1677780000000,23289.4984095429347556
1677783600000,23443.2121449701068961
1677787200000,23478.0257965128492930
1677790800000,23463.8413121360464792
1677794400000,23431.7409495071492525
1677798000000,23476.4063053381767990
1677801600000,23472.5406312534858921
1677805200000,23422.7917406744163382
1677808800000,22247.0716362180135542
1677812400000,22381.7864746646745348
1677816000000,22352.7524478982899446
1677819600000,22402.0371422146906710
1677823200000,22366.0191666461221423
1677826800000,22393.6259234369690590
1677830400000,22396.1993914854484418
1677834000000,22447.0850612010894038
1677837600000,22386.1993386281541886
1677841200000,22379.6709366308437118
1677844800000,22369.5697794257562767
1677848400000,22373.2370021053522719
1677852000000,22404.8569847980641823
1677855600000,22407.8629220822466927
1677859200000,22362.4207642830001470
1677862800000,22386.3644864036412479
1677866400000,22432.3391547781962892
1677870000000,22331.7294006646484298
1677873600000,22372.4445749302729523
1677877200000,22325.4670025979504051
1677880800000,22265.1473470883742462
1677884400000,22332.9949121231160632
1677888000000,22366.4366057958370662
1677891600000,22389.9016759094380008
1677895200000,22357.9222120022058015
1677898800000,22358.8343585993849349
1677902400000,22361.8593015814941460
1677906000000,22351.7312511817042512
1677909600000,22339.6292027970523477
1677913200000,22383.7773686436709617
1677916800000,22374.4110973414889690
1677920400000,22360.8400151847440662
1677924000000,22365.8075369222053267
1677927600000,22355.8068572663135819
1677931200000,22366.6799585252213714
1677934800000,22399.8529639773090461
1677938400000,22378.4950942205184269
1677942000000,22361.5631629949744914
1677945600000,22334.6681742991597530
1677949200000,22341.2711202307318911
1677952800000,22326.9706997171281386
1677956400000,22351.1713657526156949
1677960000000,22276.6425564841476180
1677963600000,22283.5683478788272747
1677967200000,22251.7640389056244889
1677970800000,22336.2577685109932100
1677974400000,22384.5463232241729215
1677978000000,22417.8662983347715419
1677981600000,22653.3566775799038044
1677985200000,22439.3475939169847807
1677988800000,22460.3778817427473580
1677992400000,22504.6998371170562139
1677996000000,22479.1799379603606017
1677999600000,22479.1173605537841823
1678003200000,22431.5132110045059447
1678006800000,22374.6277966902776755
1678010400000,22408.2563902338586435
1678014000000,22449.3848593385211102
1678017600000,22455.2190944586545615
1678021200000,22478.5053789254036581
1678024800000,22526.3648083212310810
1678028400000,22492.3907017069618666
1678032000000,22495.0888721157586919
1678035600000,22475.8496852486809503
1678039200000,22461.3837474747467828
1678042800000,22494.6325122341549911
1678046400000,22419.2920048161444239
1678050000000,22430.3217839873893668
1678053600000,22500.8161045934245846
1678057200000,22467.2872500616835212
1678060800000,22466.5156636927972253
1678064400000,22475.9653730921883775
1678068000000,22408.1640243666548364
1678071600000,22414.3415938923864160
1678075200000,22408.5174805421490728
1678078800000,22367.6938796760185973
1678082400000,22387.4916284808546322
1678086000000,22427.8492407905112174
1678089600000,22405.2951801047061807
1678093200000,22435.1288503036020839
1678096800000,22427.4229679621035920
1678100400000,22419.3883172869696040
1678104000000,22389.3534667768270178
1678107600000,22416.6916994315791551
1678111200000,22445.7732228154042197
1678114800000,22450.7894898650222041
1678118400000,22567.8772414847342420
1678122000000,22535.7199270985527527
1678125600000,22496.6408855771776272
